order_id;item_id;product_id;quantity;list_price;discount;;;;;;2.285.419,32;; 14.874.687,18 
386;2;3;2;999,99;0,05;;;;1109; 619,99 ; 0,10 ;;
386;3;16;2;599,99;0,2;;;;1110; 5.499,99 ; 0,10 ;;
387;1;18;1;449;0,2;;;;1111; 1.370,96 ; 0,42 ;;
388;1;19;2;449;0,2;;;;1112; 7.227,95 ; 0,39 ;;
388;2;13;2;269,99;0,07;;;;1113; 449,99 ; 0,07 ;;
388;3;2;1;749,99;0,07;;;;1114; 875,99 ; 0,20 ;;
388;4;11;1;1680,99;0,1;;;;1115; 10.199,96 ; 0,44 ;;
389;1;2;1;749,99;0,07;;;;1116; 1.680,99 ; 0,07 ;;
389;2;15;2;529,99;0,07;;;;1117; 7.229,97 ; 0,40 ;;
389;3;10;2;1549;0,05;;;;1118; 14.999,96 ; 0,52 ;;
389;4;5;1;1320,99;0,05;;;;1119; 3.391,97 ; 0,35 ;;
389;5;9;1;2999,99;0,2;;;;1120; 3.302,95 ; 0,46 ;;
390;1;23;1;299,99;0,05;;;;1121; 2.151,98 ; 0,15 ;;
390;2;7;2;3999,99;0,07;;;;1122; 9.339,95 ; 0,52 ;;
390;3;9;1;2999,99;0,05;;;;1123; 5.346,98 ; 0,17 ;;
391;1;8;1;1799,99;0,07;;;;1124; 6.506,95 ; 0,37 ;;
391;2;5;2;1320,99;0,2;;;;1125; 2.989,95 ; 0,36 ;;
391;3;24;2;549,99;0,07;;;;1126; 5.679,97 ; 0,35 ;;
392;1;14;2;269,99;0,1;;;;1127; 1.029,97 ; 0,37 ;;
392;2;3;2;999,99;0,05;;;;1128; 2.435,98 ; 0,30 ;;
393;1;6;2;469,99;0,2;;;;1129; 10.916,97 ; 0,45 ;;
394;1;23;1;299,99;0,05;;;;1130; 3.199,99 ; 0,20 ;;
394;2;16;1;599,99;0,2;;;;1131; 2.111,98 ; 0,12 ;;
394;3;14;2;269,99;0,2;;;;1132; 8.281,97 ; 0,30 ;;
395;1;14;1;269,99;0,05;;;;1133; 7.038,97 ; 0,52 ;;
396;1;12;1;549,99;0,1;;;;1134; 1.182,98 ; 0,20 ;;
396;2;25;2;499,99;0,05;;;;1135; 6.839,98 ; 0,15 ;;
396;3;5;1;1320,99;0,2;;;;1136; 533,99 ; 0,10 ;;
397;1;7;1;3999,99;0,05;;;;1137; 8.026,96 ; 0,67 ;;
398;1;8;2;1799,99;0,05;;;;1138; 1.013,97 ; 0,20 ;;
398;2;18;2;449;0,05;;;;1139; 5.906,95 ; 0,40 ;;
398;3;25;1;499,99;0,2;;;;1140; 7.466,96 ; 0,34 ;;
398;4;17;1;429;0,05;;;;1141; 1.799,99 ; 0,10 ;;
399;1;25;1;499,99;0,05;;;;1142; 2.956,95 ; 0,47 ;;
399;2;11;2;1680,99;0,05;;;;1143; 2.216,97 ; 0,50 ;;
399;3;14;1;269,99;0,1;;;;1144; 189,99 ; 0,07 ;;
400;1;24;2;549,99;0,07;;;;1145; 533,99 ; 0,07 ;;
400;2;9;1;2999,99;0,2;;;;1146; 3.003,97 ; 0,47 ;;
400;3;3;2;999,99;0,2;;;;1147; 2.159,98 ; 0,25 ;;
401;1;23;1;299,99;0,2;;;;1148; 1.979,96 ; 0,29 ;;
401;2;10;2;1549;0,2;;;;1149; 7.569,95 ; 0,47 ;;
402;1;6;2;469,99;0,07;;;;1150; 2.101,96 ; 0,27 ;;
402;2;5;1;1320,99;0,07;;;;1151; 999,99 ; 0,05 ;;
402;3;26;1;599,99;0,05;;;;1152; 5.899,97 ; 0,32 ;;
403;1;12;2;549,99;0,1;;;;1153; 1.021,98 ; 0,15 ;;
403;2;7;2;3999,99;0,2;;;;1154; 2.239,98 ; 0,47 ;;
403;3;22;2;269,99;0,05;;;;1155; 2.552,96 ; 0,27 ;;
403;4;24;1;549,99;0,2;;;;1156; 620,98 ; 0,10 ;;
404;1;9;1;2999,99;0,07;;;;1157; 4.082,96 ; 0,47 ;;
404;2;25;2;499,99;0,05;;;;1158; 739,98 ; 0,17 ;;
404;3;16;2;599,99;0,2;;;;1159; 549,99 ; 0,10 ;;
405;1;3;2;999,99;0,2;;;;1160; 4.469,98 ; 0,30 ;;
405;2;10;2;1549;0,1;;;;1161; 2.236,96 ; 0,47 ;;
405;3;14;2;269,99;0,07;;;;1162; 7.359,95 ; 0,60 ;;
406;1;4;1;2899,99;0,2;;;;1163; 4.249,98 ; 0,15 ;;
407;1;20;1;599,99;0,2;;;;1164; 3.539,96 ; 0,35 ;;
407;2;5;1;1320,99;0,05;;;;1165; 796,98 ; 0,14 ;;
408;1;18;1;449;0,2;;;;1166; 551,99 ; 0,07 ;;
408;2;3;1;999,99;0,07;;;;1167; 2.549,97 ; 0,22 ;;
408;3;2;2;749,99;0,07;;;;1168; 8.406,95 ; 0,62 ;;
408;4;17;2;429;0,2;;;;1169; 12.949,96 ; 0,55 ;;
409;1;15;1;529,99;0,07;;;;1170; 9.329,97 ; 0,25 ;;
409;2;16;2;599,99;0,2;;;;1171; 2.008,98 ; 0,34 ;;
409;3;21;1;269,99;0,05;;;;1172; 1.129,98 ; 0,27 ;;
410;1;25;1;499,99;0,1;;;;1173; 1.730,97 ; 0,52 ;;
410;2;9;2;2999,99;0,05;;;;1174; 1.390,97 ; 0,37 ;;
410;3;24;2;549,99;0,1;;;;1175; 9.946,95 ; 0,42 ;;
411;1;2;1;749,99;0,07;;;;1176; 189,99 ; 0,10 ;;
411;2;26;2;599,99;0,05;;;;1178; 2.929,96 ; 0,37 ;;
412;1;7;1;3999,99;0,1;;;;1179; 6.869,96 ; 0,37 ;;
412;2;24;1;549,99;0,07;;;;1180; 250,99 ; 0,07 ;;
412;3;17;1;429;0,1;;;;1181; 489,99 ; 0,10 ;;
413;1;8;2;1799,99;0,05;;;;1182; 4.332,98 ; 0,20 ;;
413;2;25;1;499,99;0,1;;;;1183; 4.731,97 ; 0,45 ;;
413;3;9;1;2999,99;0,07;;;;1184; 1.016,98 ; 0,10 ;;
414;1;4;2;2899,99;0,1;;;;1185; 4.980,97 ; 0,44 ;;
415;1;3;1;999,99;0,07;;;;1186; 6.449,96 ; 0,47 ;;
415;2;23;2;299,99;0,2;;;;1187; 4.885,96 ; 0,37 ;;
415;3;5;1;1320,99;0,2;;;;1188; 790,97 ; 0,40 ;;
415;4;6;2;469,99;0,05;;;;1189; 8.189,97 ; 0,27 ;;
416;1;22;1;269,99;0,07;;;;1190; 416,99 ; 0,07 ;;
416;2;14;1;269,99;0,07;;;;1191; 5.699,97 ; 0,27 ;;
416;3;24;1;549,99;0,1;;;;1192; 1.119,97 ; 0,37 ;;
417;1;26;2;599,99;0,07;;;;1193; 1.149,98 ; 0,10 ;;
417;2;6;2;469,99;0,07;;;;1194; 5.060,96 ; 0,27 ;;
418;1;12;1;549,99;0,05;;;;1195; 875,99 ; 0,07 ;;
418;2;20;1;599,99;0,05;;;;1196; 749,99 ; 0,07 ;;
419;1;9;1;2999,99;0,05;;;;1197; 4.169,96 ; 0,37 ;;
420;1;17;2;429;0,2;;;;1198; 533,99 ; 0,05 ;;
420;2;15;2;529,99;0,1;;;;1199; 1.136,97 ; 0,22 ;;
420;3;3;2;999,99;0,05;;;;1200; 2.299,99 ; 0,20 ;;
421;1;6;2;469,99;0,07;;;;1201; 2.047,97 ; 0,57 ;;
421;2;3;2;999,99;0,2;;;;1202; 109,99 ; 0,05 ;;
421;3;20;2;599,99;0,2;;;;1203; 3.169,98 ; 0,12 ;;
421;4;4;1;2899,99;0,07;;;;1204; 379,99 ; 0,07 ;;
421;5;23;2;299,99;0,2;;;;1205; 2.973,95 ; 0,62 ;;
422;1;20;2;599,99;0,05;;;;1206; 1.749,98 ; 0,27 ;;
423;1;8;2;1799,99;0,05;;;;1207; 1.333,97 ; 0,22 ;;
423;2;17;1;429;0,2;;;;1208; 1.506,95 ; 0,64 ;;
423;3;23;2;299,99;0,07;;;;1209; 559,98 ; 0,12 ;;
423;4;2;1;749,99;0,2;;;;1210; 2.660,95 ; 0,37 ;;
424;1;22;1;269,99;0,1;;;;1211; 3.999,95 ; 0,75 ;;
424;2;6;1;469,99;0,05;;;;1212; 2.769,96 ; 0,29 ;;
425;1;6;1;469,99;0,1;;;;1213; 2.157,96 ; 0,29 ;;
425;2;21;2;269,99;0,07;;;;1214; 8.320,95 ; 0,60 ;;
425;3;19;1;449;0,05;;;;1215; 2.298,99 ; 0,17 ;;
426;1;10;1;1549;0,1;;;;1216; 9.909,96 ; 0,52 ;;
426;2;23;2;299,99;0,05;;;;1217; 1.199,98 ; 0,10 ;;
427;1;12;2;549,99;0,07;;;;1218; 959,98 ; 0,12 ;;
427;2;15;2;529,99;0,1;;;;1219; 8.928,98 ; 0,37 ;;
427;3;26;2;599,99;0,07;;;;1220; 9.129,97 ; 0,50 ;;
428;1;5;2;1320,99;0,2;;;;1221; 4.789,95 ; 0,37 ;;
428;2;14;1;269,99;0,2;;;;1222; 349,99 ; 0,20 ;;
429;1;11;1;1680,99;0,2;;;;1223; 551,99 ; 0,05 ;;
429;2;4;2;2899,99;0,1;;;;1224; 10.919,96 ; 0,42 ;;
429;3;5;2;1320,99;0,05;;;;1225; 4.169,97 ; 0,30 ;;
429;4;6;1;469,99;0,07;;;;1226; 11.620,95 ; 0,49 ;;
429;5;2;1;749,99;0,1;;;;1227; 5.449,95 ; 0,59 ;;
430;1;22;2;269,99;0,1;;;;1228; 3.509,97 ; 0,45 ;;
430;2;11;1;1680,99;0,07;;;;1229; 5.832,98 ; 0,17 ;;
430;3;4;2;2899,99;0,2;;;;1230; 1.019,98 ; 0,17 ;;
430;4;13;2;269,99;0,2;;;;1231; 1.259,98 ; 0,12 ;;
430;5;8;1;1799,99;0,2;;;;1232; 3.840,97 ; 0,32 ;;
431;1;14;2;269,99;0,2;;;;1233; 7.889,97 ; 0,50 ;;
431;2;6;1;469,99;0,1;;;;1235; 3.999,99 ; 0,10 ;;
431;3;18;1;449;0,2;;;;1236; 2.379,97 ; 0,22 ;;
431;4;13;2;269,99;0,07;;;;1237; 3.989,95 ; 0,54 ;;
431;5;19;1;449;0,07;;;;1238; 5.909,96 ; 0,50 ;;
432;1;10;2;1549;0,2;;;;1239; 2.182,96 ; 0,45 ;;
432;2;7;2;3999,99;0,05;;;;1240; 4.046,95 ; 0,45 ;;
433;1;6;1;469,99;0,1;;;;1241; 856,98 ; 0,10 ;;
433;2;10;1;1549;0,2;;;;1242; 3.458,97 ; 0,39 ;;
433;3;24;1;549,99;0,1;;;;1243; 539,99 ; 0,07 ;;
433;4;4;1;2899,99;0,2;;;;1244; 2.269,96 ; 0,44 ;;
434;1;21;1;269,99;0,05;;;;1245; 269,99 ; 0,10 ;;
434;2;20;1;599,99;0,1;;;;1246; 2.927,97 ; 0,32 ;;
434;3;9;1;2999,99;0,2;;;;1247; 3.629,97 ; 0,25 ;;
434;4;11;2;1680,99;0,07;;;;1248; 1.479,96 ; 0,30 ;;
434;5;18;2;449;0,05;;;;1249; 8.981,97 ; 0,30 ;;
435;1;22;1;269,99;0,05;;;;1250; 1.968,96 ; 0,30 ;;
435;2;9;1;2999,99;0,05;;;;1251; 14.499,97 ; 0,24 ;;
435;3;18;1;449;0,05;;;;1252; 2.512,97 ; 0,45 ;;
436;1;3;1;999,99;0,05;;;;1253; 959,97 ; 0,37 ;;
436;2;23;1;299,99;0,2;;;;1254; 1.111,98 ; 0,40 ;;
437;1;3;1;999,99;0,05;;;;1255; 7.579,95 ; 0,55 ;;
437;2;10;1;1549;0,05;;;;1256; 1.029,98 ; 0,30 ;;
437;3;8;2;1799,99;0,05;;;;1257; 10.798,96 ; 0,35 ;;
438;1;4;1;2899,99;0,07;;;;1258; 549,98 ; 0,15 ;;
438;2;22;1;269,99;0,1;;;;1260; 2.050,98 ; 0,20 ;;
438;3;8;2;1799,99;0,05;;;;1261; 3.729,96 ; 0,55 ;;
438;4;13;2;269,99;0,05;;;;1262; 7.355,96 ; 0,26 ;;
439;1;6;2;469,99;0,07;;;;1263; 4.818,98 ; 0,35 ;;
439;2;7;2;3999,99;0,05;;;;1264; 3.015,96 ; 0,39 ;;
440;1;19;2;449;0,07;;;;1265; 2.089,98 ; 0,17 ;;
440;2;4;2;2899,99;0,07;;;;1266; 1.709,98 ; 0,40 ;;
441;1;12;1;549,99;0,07;;;;1267; 2.619,96 ; 0,42 ;;
441;2;15;1;529,99;0,1;;;;1268; 3.729,96 ; 0,41 ;;
442;1;16;2;599,99;0,07;;;;1269; 7.370,97 ; 0,50 ;;
442;2;26;2;599,99;0,2;;;;1270; 3.199,99 ; 0,20 ;;
442;3;6;2;469,99;0,2;;;;1271; 7.159,96 ; 0,31 ;;
443;1;5;1;1320,99;0,05;;;;1272; 1.166,97 ; 0,37 ;;
443;2;26;1;599,99;0,2;;;;1273; 5.899,97 ; 0,34 ;;
444;1;22;1;269,99;0,07;;;;1274; 1.099,99 ; 0,10 ;;
444;2;15;2;529,99;0,07;;;;1275; 5.999,98 ; 0,17 ;;
444;3;20;2;599,99;0,05;;;;1276; 8.946,96 ; 0,85 ;;
444;4;16;1;599,99;0,1;;;;1277; 13.290,95 ; 0,65 ;;
444;5;10;2;1549;0,2;;;;1278; 1.021,98 ; 0,20 ;;
445;1;7;1;3999,99;0,2;;;;1279; 2.999,99 ; 0,05 ;;
445;2;16;1;599,99;0,07;;;;1280; 5.435,96 ; 0,39 ;;
445;3;23;1;299,99;0,2;;;;1281; 4.932,97 ; 0,15 ;;
446;1;22;1;269,99;0,2;;;;1282; 6.470,98 ; 0,25 ;;
446;2;16;2;599,99;0,07;;;;1283; 12.250,95 ; 0,65 ;;
447;1;4;2;2899,99;0,05;;;;1284; 5.039,97 ; 0,17 ;;
447;2;3;1;999,99;0,1;;;;1285; 1.744,96 ; 0,47 ;;
447;3;8;1;1799,99;0,07;;;;1286; 1.706,97 ; 0,34 ;;
448;1;13;2;269,99;0,05;;;;1287; 5.541,96 ; 0,45 ;;
448;2;6;2;469,99;0,05;;;;1288; 5.168,97 ; 0,57 ;;
449;1;17;2;429;0,05;;;;1289; 1.209,98 ; 0,15 ;;
449;2;2;1;749,99;0,05;;;;1290; 1.642,97 ; 0,20 ;;
449;3;7;2;3999,99;0,07;;;;1291; 6.999,98 ; 0,15 ;;
449;4;26;2;599,99;0,2;;;;1292; 659,99 ; 0,07 ;;
450;1;24;1;549,99;0,05;;;;1293; 1.179,97 ; 0,22 ;;
450;2;12;1;549,99;0,07;;;;1294; 839,98 ; 0,10 ;;
450;3;5;1;1320,99;0,1;;;;1295; 7.196,97 ; 0,45 ;;
451;1;14;2;269,99;0,05;;;;1296; 2.059,96 ; 0,30 ;;
452;1;11;1;1680,99;0,05;;;;1297; 12.281,97 ; 0,17 ;;
452;2;16;1;599,99;0,05;;;;1298; 3.070,98 ; 0,12 ;;
452;3;7;2;3999,99;0,1;;;;1299; 2.085,96 ; 0,40 ;;
452;4;8;1;1799,99;0,1;;;;1300; 5.339,98 ; 0,12 ;;
453;1;23;1;299,99;0,05;;;;1301; 3.203,97 ; 0,50 ;;
453;2;20;2;599,99;0,2;;;;1302; 6.649,97 ; 0,22 ;;
453;3;4;1;2899,99;0,2;;;;1303; 5.599,95 ; 0,60 ;;
454;1;25;2;499,99;0,07;;;;1304; 1.980,97 ; 0,35 ;;
454;2;13;2;269,99;0,05;;;;1305; 5.360,96 ; 0,37 ;;
454;3;24;2;549,99;0,1;;;;1306; 7.821,95 ; 0,59 ;;
455;1;9;1;2999,99;0,05;;;;1307; 1.516,97 ; 0,47 ;;
456;1;17;2;429;0,07;;;;1308; 9.856,95 ; 0,59 ;;
456;2;23;1;299,99;0,07;;;;1309; 536,98 ; 0,25 ;;
457;1;24;2;549,99;0,07;;;;1310; 8.280,96 ; 0,70 ;;
457;2;2;1;749,99;0,05;;;;1311; 4.586,96 ; 0,37 ;;
457;3;7;2;3999,99;0,1;;;;1312; 1.120,97 ; 0,32 ;;
457;4;17;1;429;0,2;;;;1313; 1.486,97 ; 0,47 ;;
458;1;2;1;749,99;0,2;;;;1314; 1.745,97 ; 0,22 ;;
458;2;21;2;269,99;0,07;;;;1315; 3.701,95 ; 0,49 ;;
458;3;11;1;1680,99;0,1;;;;1316; 509,98 ; 0,20 ;;
458;4;24;1;549,99;0,2;;;;1317; 659,99 ; 0,10 ;;
458;5;3;2;999,99;0,2;;;;1318; 4.840,96 ; 0,67 ;;
459;1;11;1;1680,99;0,2;;;;1319; 949,98 ; 0,27 ;;
460;1;19;1;449;0,05;;;;1320; 991,97 ; 0,35 ;;
460;2;18;2;449;0,07;;;;1321; 2.567,97 ; 0,30 ;;
460;3;4;1;2899,99;0,2;;;;1322; 2.981,98 ; 0,10 ;;
460;4;22;2;269,99;0,1;;;;1323; 2.259,97 ; 0,17 ;;
461;1;16;1;599,99;0,07;;;;1324; 4.650,96 ; 0,60 ;;
461;2;4;1;2899,99;0,2;;;;1325; 9.399,96 ; 0,27 ;;
461;3;8;2;1799,99;0,05;;;;1326; 2.999,98 ; 0,14 ;;
461;4;24;1;549,99;0,1;;;;1327; 4.869,96 ; 0,47 ;;
461;5;18;2;449;0,1;;;;1328; 3.339,95 ; 0,44 ;;
462;1;12;2;549,99;0,1;;;;1329; 4.806,95 ; 0,49 ;;
463;1;13;2;269,99;0,07;;;;1330; 2.359,95 ; 0,60 ;;
464;1;7;1;3999,99;0,1;;;;1331; 5.569,96 ; 0,40 ;;
465;1;6;2;469,99;0,1;;;;1332; 1.779,96 ; 0,42 ;;
465;2;25;2;499,99;0,1;;;;1333; 7.177,95 ; 0,40 ;;
466;1;19;2;449;0,2;;;;1334; 12.179,95 ; 0,32 ;;
466;2;6;1;469,99;0,2;;;;1335; 2.249,99 ; 0,05 ;;
466;3;7;2;3999,99;0,05;;;;1336; 14.569,95 ; 0,52 ;;
466;4;15;1;529,99;0,1;;;;1337; 4.999,99 ; 0,10 ;;
466;5;5;1;1320,99;0,1;;;;1338; 6.499,99 ; 0,07 ;;
467;1;19;1;449;0,07;;;;1339; 3.199,99 ; 0,07 ;;
467;2;10;1;1549;0,07;;;;1340; 3.659,97 ; 0,45 ;;
467;3;22;2;269,99;0,1;;;;1341; 7.400,96 ; 0,37 ;;
467;4;17;2;429;0,07;;;;1342; 1.769,98 ; 0,10 ;;
467;5;11;1;1680,99;0,1;;;;1343; 8.006,95 ; 0,60 ;;
468;1;19;1;449;0,1;;;;1344; 7.351,96 ; 0,41 ;;
468;2;9;2;2999,99;0,05;;;;1345; 10.498,97 ; 0,65 ;;
468;3;10;2;1549;0,05;;;;1346; 7.288,96 ; 0,45 ;;
468;4;25;1;499,99;0,1;;;;1347; 6.049,98 ; 0,12 ;;
469;1;8;2;1799,99;0,1;;;;1348; 17.299,96 ; 0,27 ;;
469;2;4;1;2899,99;0,07;;;;1349; 12.298,97 ; 0,52 ;;
469;3;15;2;529,99;0,2;;;;1350; 8.519,95 ; 0,49 ;;
470;1;18;1;449;0,05;;;;1351; 1.779,98 ; 0,30 ;;
470;2;13;1;269,99;0,05;;;;1352; 3.595,95 ; 0,65 ;;
470;3;8;2;1799,99;0,2;;;;1353; 2.006,96 ; 0,37 ;;
471;1;14;1;269,99;0,2;;;;1354; 749,99 ; 0,07 ;;
471;2;13;2;269,99;0,05;;;;1355; 10.829,96 ; 0,47 ;;
472;1;15;1;529,99;0,1;;;;1356; 5.919,97 ; 0,25 ;;
472;2;21;2;269,99;0,1;;;;1357; 4.279,97 ; 0,60 ;;
473;1;26;1;599,99;0,07;;;;1358; 899,99 ; 0,20 ;;
474;1;19;2;449;0,05;;;;1359; 939,98 ; 0,10 ;;
474;2;11;1;1680,99;0,2;;;;1360; 1.632,99 ; 0,05 ;;
475;1;17;2;429;0,07;;;;1361; 7.098,98 ; 0,32 ;;
475;2;26;2;599,99;0,2;;;;1362; 7.499,97 ; 0,47 ;;
475;3;25;1;499,99;0,2;;;;1363; 250,99 ; 0,10 ;;
476;1;22;2;269,99;0,07;;;;1364; 15.618,96 ; 0,34 ;;
476;2;4;2;2899,99;0,2;;;;1365; 7.299,97 ; 0,19 ;;
476;3;11;2;1680,99;0,07;;;;1366; 8.598,98 ; 0,37 ;;
476;4;20;2;599,99;0,05;;;;1367; 6.147,98 ; 0,42 ;;
477;1;6;1;469,99;0,1;;;;1368; 5.240,97 ; 0,37 ;;
477;2;10;1;1549;0,05;;;;1369; 269,99 ; 0,05 ;;
478;1;21;2;269,99;0,07;;;;1370; 7.509,96 ; 0,47 ;;
479;1;26;1;599,99;0,07;;;;1371; 2.329,98 ; 0,27 ;;
479;2;12;1;549,99;0,05;;;;1372; 1.069,98 ; 0,27 ;;
479;3;21;1;269,99;0,2;;;;1373; 3.499,99 ; 0,10 ;;
479;4;7;1;3999,99;0,05;;;;1374; 3.119,98 ; 0,12 ;;
479;5;10;1;1549;0,2;;;;1375; 4.299,98 ; 0,25 ;;
480;1;4;1;2899,99;0,05;;;;1376; 1.320,99 ; 0,07 ;;
480;2;15;1;529,99;0,05;;;;1377; 10.919,96 ; 0,24 ;;
480;3;23;2;299,99;0,07;;;;1378; 5.690,95 ; 0,61 ;;
481;1;13;2;269,99;0,2;;;;1379; 1.619,97 ; 0,30 ;;
481;2;16;2;599,99;0,07;;;;1380; 1.329,98 ; 0,17 ;;
481;3;9;2;2999,99;0,1;;;;1381; 1.129,98 ; 0,30 ;;
482;1;13;1;269,99;0,2;;;;1382; 4.789,95 ; 0,62 ;;
482;2;14;1;269,99;0,1;;;;1383; 3.846,98 ; 0,25 ;;
483;1;17;1;429;0,07;;;;1384; 4.229,96 ; 0,32 ;;
484;1;8;2;1799,99;0,1;;;;1385; 5.349,96 ; 0,27 ;;
484;2;24;1;549,99;0,05;;;;1386; 6.019,96 ; 0,47 ;;
484;3;9;2;2999,99;0,05;;;;1387; 449,99 ; 0,10 ;;
484;4;6;1;469,99;0,2;;;;1388; 2.999,99 ; 0,10 ;;
485;1;13;1;269,99;0,1;;;;1389; 3.849,97 ; 0,22 ;;
485;2;26;2;599,99;0,05;;;;1390; 5.651,95 ; 0,35 ;;
486;1;9;1;2999,99;0,07;;;;1391; 1.219,97 ; 0,47 ;;
486;2;23;2;299,99;0,05;;;;1392; 1.089,98 ; 0,25 ;;
487;1;6;1;469,99;0,2;;;;1393; 6.329,96 ; 0,24 ;;
488;1;13;2;269,99;0,07;;;;1394; 2.499,99 ; 0,05 ;;
488;2;23;2;299,99;0,05;;;;1395; 6.699,96 ; 0,60 ;;
488;3;22;1;269,99;0,05;;;;1396; 4.199,98 ; 0,25 ;;
489;1;8;2;1799,99;0,1;;;;1397; 8.867,95 ; 0,37 ;;
490;1;12;1;549,99;0,1;;;;1398; 1.166,98 ; 0,25 ;;
490;2;23;1;299,99;0,05;;;;1399; 4.998,97 ; 0,37 ;;
490;3;14;1;269,99;0,1;;;;1400; 1.899,96 ; 0,57 ;;
490;4;13;2;269,99;0,07;;;;1401; 1.559,97 ; 0,32 ;;
491;1;9;2;2999,99;0,2;;;;1402; 10.589,96 ; 0,37 ;;
491;2;21;2;269,99;0,05;;;;1403; 209,99 ; 0,10 ;;
491;3;15;2;529,99;0,05;;;;1404; 3.449,97 ; 0,35 ;;
492;1;6;1;469,99;0,1;;;;1405; 2.999,99 ; 0,10 ;;
492;2;22;2;269,99;0,1;;;;1406; 919,98 ; 0,15 ;;
492;3;26;1;599,99;0,05;;;;1408; 4.228,97 ; 0,67 ;;
493;1;15;1;529,99;0,05;;;;1409; 5.959,95 ; 0,34 ;;
493;2;18;2;449;0,05;;;;1410; 10.679,97 ; 0,40 ;;
493;3;26;1;599,99;0,05;;;;1411; 3.749,98 ; 0,30 ;;
494;1;23;1;299,99;0,1;;;;1412; 6.636,97 ; 0,24 ;;
495;1;22;1;269,99;0,2;;;;1413; 279,99 ; 0,05 ;;
495;2;9;1;2999,99;0,05;;;;1414; 3.369,98 ; 0,15 ;;
496;1;23;1;299,99;0,2;;;;1415; 2.971,97 ; 0,27 ;;
496;2;13;1;269,99;0,1;;;;1416; 4.409,97 ; 0,35 ;;
496;3;21;2;269,99;0,2;;;;1417; 639,99 ; 0,20 ;;
497;1;25;2;499,99;0,07;;;;1418; 3.179,98 ; 0,25 ;;
498;1;24;1;549,99;0,07;;;;1419; 3.298,98 ; 0,37 ;;
498;2;21;1;269,99;0,1;;;;1420; 7.698,98 ; 0,40 ;;
498;3;10;1;1549;0,07;;;;1421; 279,99 ; 0,05 ;;
499;1;11;1;1680,99;0,2;;;;1422; 2.361,97 ; 0,32 ;;
499;2;15;1;529,99;0,07;;;;1423; 2.106,96 ; 0,70 ;;
499;3;14;2;269,99;0,2;;;;1424; 4.999,99 ; 0,20 ;;
499;4;20;2;599,99;0,1;;;;1425; 5.619,95 ; 0,31 ;;
500;1;12;2;549,99;0,05;;;;1426; 1.669,97 ; 0,19 ;;
500;2;14;1;269,99;0,2;;;;1427; 4.978,98 ; 0,19 ;;
501;1;19;2;449;0,05;;;;1428; 10.169,95 ; 0,64 ;;
501;2;8;1;1799,99;0,07;;;;1429; 659,99 ; 0,20 ;;
501;3;14;1;269,99;0,1;;;;1430; 639,98 ; 0,12 ;;
501;4;23;2;299,99;0,07;;;;1431; 8.499,96 ; 0,44 ;;
502;1;13;1;269,99;0,05;;;;1432; 1.899,00 ; 0,20 ;;
503;1;13;2;269,99;0,07;;;;1433; 249,99 ; 0,07 ;;
503;2;10;1;1549;0,05;;;;1434; 8.709,96 ; 0,47 ;;
504;1;24;2;549,99;0,1;;;;1435; 4.959,96 ; 0,44 ;;
504;2;2;2;749,99;0,05;;;;1436; 559,99 ; 0,07 ;;
505;1;26;1;599,99;0,2;;;;1437; 1.599,99 ; 0,05 ;;
506;1;25;1;499,99;0,1;;;;1438; 12.458,96 ; 0,62 ;;
506;2;7;1;3999,99;0,07;;;;1439; 10.379,96 ; 0,37 ;;
507;1;11;2;1680,99;0,05;;;;1440; 6.667,95 ; 0,49 ;;
507;2;13;2;269,99;0,07;;;;1441; 2.579,97 ; 0,32 ;;
507;3;20;2;599,99;0,1;;;;1442; 4.979,97 ; 0,22 ;;
508;1;8;1;1799,99;0,05;;;;1443; 6.839,97 ; 0,37 ;;
508;2;2;2;749,99;0,05;;;;1444; 2.108,99 ; 0,30 ;;
508;3;10;2;1549;0,05;;;;1445; 2.515,97 ; 0,27 ;;
508;4;25;1;499,99;0,07;;;;1446; 1.859,97 ; 0,15 ;;
509;1;23;2;299,99;0,2;;;;1447; 5.499,99 ; 0,20 ;;
509;2;4;2;2899,99;0,05;;;;1448; 749,99 ; 0,10 ;;
510;1;17;1;429;0,1;;;;1449; 9.069,95 ; 0,49 ;;
511;1;22;2;269,99;0,05;;;;1450; 8.149,95 ; 0,52 ;;
511;2;13;1;269,99;0,1;;;;1451; 1.469,99 ; 0,05 ;;
512;1;21;1;269,99;0,07;;;;1452; 1.766,96 ; 0,42 ;;
513;1;7;1;3999,99;0,07;;;;1453; 209,99 ; 0,10 ;;
513;2;13;1;269,99;0,2;;;;1454; 3.201,97 ; 0,42 ;;
513;3;23;1;299,99;0,07;;;;1455; 1.089,98 ; 0,25 ;;
514;1;18;2;449;0,2;;;;1456; 4.359,95 ; 0,42 ;;
514;2;17;2;429;0,07;;;;1457; 3.620,96 ; 0,67 ;;
515;1;8;1;1799,99;0,07;;;;1458; 2.051,96 ; 0,25 ;;
515;2;5;1;1320,99;0,1;;;;1459; 1.259,90 ; 0,10 ;;
515;3;25;2;499,99;0,07;;;;1460; 10.549,95 ; 0,31 ;;
515;4;6;2;469,99;0,2;;;;1461; 2.199,98 ; 0,40 ;;
516;1;7;1;3999,99;0,05;;;;1462; 4.489,95 ; 0,52 ;;
516;2;5;2;1320,99;0,1;;;;1463; 8.048,99 ; 0,10 ;;
